num,Title,Theaters,Country,Genre,Rated,Runtime,Open,Language,imdbRating,Actorinfluenceaverage,if_actorinfluence,googletrends,Average Gross for each movie,if_average_gross
151,All Access: Making Michael Jackson's This Is It,3481,1,3,1,0,28/10/2009,1,8.2,0,0,0,,0
152,Michael Moore in TrumpLand,51,1,3,0,73,19/10/2016,1,5.9,149,1,126,21200,1
153,Micmacs,52,3,4,1,105,28/05/2010,2,7.2,0,0,1543,13200,1
154,Microbe & Gasoline,9,3,9,1,105,01/07/2016,2,6.7,0,0,0,13500,1
155,Mid-August Lunch,23,6,2,0,75,17/03/2010,15,7,0,0,0,,0
156,Middle Men,252,1,2,1,105,06/08/2010,1,6.6,40400,1,1397,6800,1
157,Middle School: The Worst Years of My Life,2822,1,7,1,92,07/10/2016,1,6.1,0,0,668,72500,1
158,Midget Zombie Takeover,3,1,2,0,73,08/02/2013,1,6.2,0,0,0,,0
159,Midnight Eagle,3,6,4,1,132,23/11/2007,6,4.8,0,0,0,,0
160,Midnight in Paris,1038,6,2,1,94,20/05/2011,1,7.7,67650,1,682,13400,1
161,The Midnight Meat Train,102,1,8,1,100,01/08/2008,1,6.1,113400,1,558,,0
162,Midnight Special,521,1,1,1,112,18/03/2016,1,6.7,57100,1,574,7000,1
163,Midnight's Children,17,5,1,1,146,26/04/2013,1,6.2,0,0,528,,0
164,Midsummer in Newtown,682,1,3,1,81,27/01/2017,1,6.6,0,0,0,,0
165,The Midwife,44,3,1,0,117,21/07/2017,2,6.9,0,0,1201,,0
166,Mifune: The Last Samurai,9,6,3,0,80,25/11/2016,1,7.3,0,0,346,,0
167,A Mighty Heart,1355,1,6,1,108,22/06/2007,1,6.7,68100,1,619,1000,1
168,The Mighty Macs,975,1,1,1,99,21/10/2011,1,6.5,54600,1,778,,0
169,Mike and Dave Need Wedding Dates,3008,1,9,1,98,08/07/2016,19,6,48600,1,579,,0
170,Miles,2,1,2,0,90,09/06/2017,1,5.4,0,0,1399,,0
171,Miles Ahead,527,1,6,1,100,01/04/2016,1,6.4,69450,1,775,2600,1
172,Milk,882,1,6,1,128,26/11/2008,1,7.6,33450,1,873,18000,1
173,The Milk of Sorrow,2,6,1,1,94,27/08/2010,4,6.7,0,0,276,,0
174,The Mill and the Cross,17,6,1,1,92,14/09/2011,1,6.9,10600,1,286,,0
175,Million Dollar Arm,3019,1,6,1,124,16/05/2014,1,7,70550,1,767,19900,1
176,A Million Ways to Die in the West,3160,1,2,1,116,30/05/2014,1,6.1,65666.66667,1,1235,114500,1
177,Mine,26,1,10,0,106,07/04/2017,1,5.9,51600,1,919,,0
178,Minecraft: The Story of Mojang,682,1,3,0,98,24/05/2019,17,7.2,0,0,,,0
179,The Miners' Hymns,1,2,1,0,52,08/02/2012,1,7.2,0,0,0,,0
180,Minimalism: A Documentary About the Important Things,80,1,3,1,79,24/05/2016,1,6.7,0,0,100,,0
181,Minions,4311,1,7,1,91,10/07/2015,1,6.4,65600,1,1465,,0
182,The Ministers,2,1,5,1,89,16/10/2009,1,4.5,37400,1,539,,0
183,Miracle at St. Anna,1185,1,4,1,160,26/09/2008,1,6,42000,1,828,18100,1
184,A Miracle in Spanish Harlem,682,1,1,1,0,06/12/2013,1,7.6,0,0,100,,0
185,Miracles from Heaven,3155,1,6,1,109,16/03/2016,1,7,45500,1,783,,0
186,Miral,29,3,1,1,112,25/03/2011,1,6.3,0,0,788,2700,1
187,Mirror Mirror,3618,1,9,1,106,30/03/2012,1,5.6,54066.66667,1,832,,0
188,Mirrors,2664,1,8,1,110,15/08/2008,1,6.2,39500,1,1035,,0
189,Mirzya,95,4,1,1,129,07/10/2016,3,4.6,0,0,641,,0
190,Misconceptions,2,1,2,1,95,22/01/2010,1,4.8,0,0,0,,0
191,Misery Loves Comedy,8,1,3,1,94,24/04/2015,1,6.2,0,0,696,,0
192,Miss Conception,3,2,2,1,104,06/06/2008,1,4.6,0,0,380,,0
193,Miss Hill: Making Dance Matter,1,1,3,1,84,23/01/2015,1,7.6,0,0,0,,0
194,Miss Hokusai,84,6,7,1,93,14/10/2016,6,6.7,0,0,987,,0
195,Miss India America,3,1,2,1,95,24/03/2016,1,5.5,0,0,385,,0
196,Miss Kiet's Children,682,6,3,1,115,13/12/2017,20,8.4,0,0,0,,0
197,Miss Lovely,682,4,5,0,113,20/06/2014,3,6.7,0,0,833,,0
198,Miss March,1742,1,2,1,90,13/03/2009,1,5,0,0,590,,0
199,Miss Peregrine's Home for Peculiar Children,3835,2,9,1,127,30/09/2016,1,6.7,59200,1,1232,102200,1
200,Miss Pettigrew Lives for a Day,539,2,2,1,92,07/03/2008,1,7.1,75900,1,507,,0
201,Miss Sharon Jones!,12,1,3,0,93,29/07/2016,1,7.3,0,0,0,,0
202,Miss Sloane,1648,3,1,1,132,25/11/2016,1,7.4,47650,1,725,23400,1
203,Miss Stevens,2,1,2,0,86,16/09/2016,1,6.3,0,0,1411,,0
204,Miss You Already,384,2,2,1,112,06/11/2015,1,6.8,35550,1,1048,40700,1
205,The Missing Person,3,1,1,0,95,20/11/2009,1,6.2,24400,1,420,,0
206,The Missing Picture,9,6,3,0,92,19/03/2014,2,7.4,0,0,762,,0
207,Mission Control: The Unsung Heroes of Apollo,15,1,3,1,101,14/04/2017,1,7.6,0,0,0,,0
208,Mission Park,15,1,4,1,92,06/09/2013,1,5.1,0,0,1122,,0
209,Mission: Impossible - Ghost Protocol,3555,1,4,1,132,16/12/2011,1,7.4,91900,1,0,158800,1
210,Mission: Impossible - Rogue Nation,3988,6,4,1,131,31/07/2015,1,7.4,114100,1,0,93700,1
211,Missionary,10,1,1,1,90,31/10/2014,1,5.2,0,0,719,,0
212,Mississippi Grind,46,1,2,1,108,25/09/2015,1,6.3,0,0,1496,2500,1
213,The Mist,2423,1,8,1,126,21/11/2007,1,7.2,12300,1,1432,54600,1
214,Mistaken for Strangers,9,1,3,0,75,28/03/2014,1,7.3,0,0,620,,0
215,Mister Lonely,8,2,2,0,112,02/05/2008,1,6.4,59100,1,496,,0
216,Mistress America,512,1,2,1,84,14/08/2015,1,6.7,9200,1,598,3200,1
217,The Sea of Trees,101,1,1,1,110,26/08/2016,1,5.9,50700,1,290,18000,1
218,Sea Rex 3D: Journey to a Prehistoric World,14,2,3,1,41,28/05/2010,1,6.9,0,0,0,,0
219,Search Engines,6,1,2,1,98,14/10/2016,1,4.5,0,0,539,,0
220,The Search for General Tso,13,1,3,0,71,02/01/2015,1,6.9,0,0,490,,0
221,Search Party,10,1,9,1,93,13/05/2016,1,5.6,0,0,1135,,0
222,Searching for Sugar Man,157,6,3,1,86,27/07/2012,1,8.2,0,0,792,,0
223,Season of the Witch,2827,1,4,1,95,07/01/2011,1,5.4,41600,1,674,41800,1
224,Seasons,22,3,3,1,97,25/11/2016,2,7.2,0,0,1809,,0
225,The Seasons in Quincy: Four Portraits of John Berger,2,2,3,1,90,31/08/2016,1,7.2,38800,1,0,,0
226,Seasons of Gray,24,1,1,1,90,18/10/2013,1,6.4,0,0,676,,0
227,The Second Best Exotic Marigold Hotel,2022,2,2,1,122,06/03/2015,1,6.6,42200,1,615,23400,1
228,The Second Mother,223,6,2,1,112,28/08/2015,10,7.8,0,0,809,,0
229,A Secret,11,3,1,0,105,05/09/2008,2,6.9,0,0,473,,0
230,The Secret Disco Revolution,682,5,3,0,90,28/06/2013,1,5.7,0,0,467,,0
231,The Secret in Their Eyes,166,6,1,1,129,16/04/2010,4,8.2,0,0,815,,0
232,The Secret Life of Bees,1630,1,1,1,114,17/10/2008,1,7.3,63650,1,1365,26600,1
233,The Secret Life of Lance Letscher,682,1,3,1,95,07/11/2017,1,7.8,0,0,0,,0
234,The Secret Life of Pets,4381,6,7,1,87,08/07/2016,1,6.6,69000,1,859,300500,1
235,The Secret Life of Walter Mitty,2922,1,9,1,114,25/12/2013,1,7.3,72450,1,1134,54000,1
236,The Secret of Kells,37,3,7,0,75,05/03/2010,1,7.7,40900,1,1586,,0
237,The Secret of the Grain,3,3,1,0,151,24/12/2008,2,7.4,0,0,199,,0
238,The Secret Scripture,682,6,1,1,108,13/10/2017,1,6.5,56800,1,1039,18000,1
239,Secret Superstar,682,4,1,0,150,18/10/2017,3,8.6,0,0,1120,,0
240,The Secret World of Arrietty,1522,6,7,1,94,17/02/2012,6,7.6,0,0,545,,0
241,Secretariat,3108,1,6,1,123,08/10/2010,1,7.2,37350,1,690,71600,1
242,The Secrets,9,3,1,1,127,26/11/2008,9,7.1,0,0,1266,,0
243,The Secrets of Jonathan Sperry,135,1,1,1,96,18/09/2009,1,6.9,0,0,444,,0
244,Sedona,3,1,9,0,90,16/03/2012,1,5.2,0,0,871,,0
245,See What I'm Saying: The Deaf Entertainers Documentary,21,1,3,1,91,19/03/2010,1,7.9,0,0,0,,0
246,Seed: The Untold Story,35,1,3,1,94,22/08/2016,1,7.3,0,0,0,,0
247,Seeds of Time,2,1,3,1,77,22/05/2015,1,7.6,0,0,192,,0
248,The Seeker: The Dark Is Rising,3173,1,9,1,99,05/10/2007,1,4.8,0,0,562,,0
249,Seeking a Friend for the End of the World,1625,1,9,1,101,22/06/2012,1,6.7,94600,1,380,5700,1
250,Seeking Justice,231,1,4,1,105,16/03/2012,1,6.2,40300,1,1315,30200,1
251,The Making of Self-Medicated,16,1,3,1,63,31/08/2007,1,6.350375411,0,0,0,,0
252,Self/less,2353,1,4,1,117,10/07/2015,1,6.5,38300,1,0,,0
253,The Selfish Giant,6,2,1,0,91,20/12/2013,1,7.3,0,0,675,,0
254,Selma,2235,2,6,1,128,25/12/2014,1,7.5,36900,1,1163,17500,1
255,Sembene!,3,6,3,1,89,13/11/2015,1,7.6,0,0,0,,0
256,Semi-Pro,3121,1,2,1,91,29/02/2008,1,5.8,61500,1,941,,0
257,Senna,47,2,3,1,106,12/08/2011,1,8.6,0,0,789,,0
258,The Sense of an Ending,282,2,1,1,108,10/03/2017,1,6.3,25900,1,865,,0
259,Seondal: The Man Who Sells the River,7,6,2,1,120,14/07/2016,7,6.7,0,0,0,,0
260,Seoul Searching,2,6,2,1,105,17/06/2016,1,7.4,0,0,632,4600,1
261,A Separation,282,6,1,1,123,30/12/2011,24,8.4,0,0,1035,,0
262,September Dawn,857,1,1,1,111,24/08/2007,72,5.8,0,0,612,,0
263,The September Issue,143,1,3,1,90,28/08/2009,1,7,0,0,1084,27100,1
264,Seraphine,24,1,11,1,6,05/06/2009,1,6.350375411,0,0,783,,0
265,Serena,59,6,1,1,109,27/03/2015,1,5.4,89766.66667,1,1419,,0
266,A Serious Man,262,1,2,1,106,02/10/2009,1,7,0,0,908,50300,1
267,Serious Moonlight,8,1,2,1,81,04/12/2009,1,5.4,41850,1,710,,0
268,Served Like a Girl,8,1,3,1,103,25/08/2017,1,8.4,0,0,170,,0
269,The Sessions,516,1,6,1,95,19/10/2012,1,7.2,41300,1,398,,0
270,Set Fire to the Stars,3,2,6,0,97,12/06/2015,1,5.8,51100,1,665,,0
271,Settai,33,4,2,0,136,05/04/2013,23,4.5,0,0,1159,,0
272,Seven Days in Utopia,561,1,1,1,100,02/09/2011,1,6.1,39900,1,1004,,0
273,The Seven Five,5,1,3,1,104,08/05/2015,1,7.6,0,0,555,,0
274,Seven Pounds,2758,1,1,1,123,19/12/2008,1,7.7,70900,1,638,49600,1
275,Seven Psychopaths,1480,2,2,1,110,12/10/2012,1,7.2,31000,1,831,,0
276,The Seventh Fire,3,1,3,1,76,22/07/2016,1,6.2,0,0,198,,0
277,Seventh Son,2875,1,4,1,102,06/02/2015,1,5.5,42300,1,1180,,0
278,Severed Ways: The Norse Discovery of America,1,1,9,0,107,13/03/2009,17,4.6,0,0,0,,0
279,Sex and Death 101,6,1,2,1,117,04/04/2008,1,6,0,0,792,,0
280,Sex and the City,3325,1,2,1,145,30/05/2008,1,5.5,35400,1,1532,124000,1
281,Sex and the City 2,3445,1,2,1,146,27/05/2010,1,4.4,35400,1,1366,124000,1
282,Sex Drive,2421,1,9,1,109,17/10/2008,1,6.5,27166.66667,1,673,58900,1
283,Sex Positive,1,1,3,1,75,12/06/2009,1,6.6,0,0,199,,0
284,Sex Tape,3062,1,2,1,94,18/07/2014,1,5.1,75600,1,982,63600,1
285,"Sex, Death and Bowling",3,1,2,1,92,30/10/2015,1,5.2,0,0,0,,0
286,Seymour: An Introduction,64,1,3,1,84,13/03/2015,1,7.5,17700,1,323,387,1
287,The Eye,2470,1,8,1,98,01/02/2008,1,5.4,28950,1,1059,,0
288,An Eye for Beauty,2,5,1,0,102,28/08/2015,2,5.5,0,0,320,,0
289,Eye in the Sky,1089,2,1,1,102,11/03/2016,46,7.3,0,0,741,,0
290,The Eye of the Storm,9,6,1,0,114,07/09/2012,1,6.3,57100,1,546,,0
291,The Eyes,3,1,5,1,95,07/04/2017,1,7.9,0,0,1675,,0
292,The Eyes of My Mother,17,1,1,1,76,02/12/2016,1,6.2,0,0,1058,,0
293,Eyes Wide Open,1,6,1,0,91,05/02/2010,9,7.3,0,0,658,,0
294,Veer!,1,1,2,0,0,01/03/2013,1,7.8,0,0,0,,0
295,Veil of Tears,8,4,3,1,90,28/03/2014,1,9,0,0,681,,0
296,Vengeance: A Love Story,11,1,4,1,99,15/09/2017,1,5.2,42200,1,254,,0
297,Venus and Serena,8,1,3,1,99,10/05/2013,1,6.2,0,0,670,,0
298,Venus in Fur,45,3,1,0,96,20/06/2014,2,7.2,23100,1,928,11300,1
299,Very Good Girls,9,1,1,1,91,25/07/2014,1,6,68150,1,1382,,0
300,A Very Harold & Kumar 3D Christmas,2875,1,9,1,90,04/11/2011,1,6.3,31900,1,623,35100,1
301,Veteran,46,6,4,1,123,18/09/2015,13,7.1,0,0,1067,,0
302,Vettai,34,4,4,0,150,13/01/2012,23,6,0,0,1621,,0
303,Vexille,97,6,7,1,109,14/02/2008,6,6.9,0,0,496,,0
304,Viceroy's House,116,2,6,1,106,01/09/2017,1,6.6,10500,1,1228,,0
305,Vicky Cristina Barcelona,726,6,1,1,96,15/08/2008,1,7.1,65300,1,1062,13400,1
